"confirmed","date","deaths","recovered","country"
804,2020-04-08,34,79,"Bosnia and Herzegovina"
858,2020-04-09,35,101,"Bosnia and Herzegovina"
901,2020-04-10,36,129,"Bosnia and Herzegovina"
946,2020-04-11,37,139,"Bosnia and Herzegovina"
1009,2020-04-12,39,193,"Bosnia and Herzegovina"
1037,2020-04-13,39,206,"Bosnia and Herzegovina"
1083,2020-04-14,40,236,"Bosnia and Herzegovina"
1110,2020-04-15,41,253,"Bosnia and Herzegovina"
1167,2020-04-16,43,277,"Bosnia and Herzegovina"
1214,2020-04-17,46,320,"Bosnia and Herzegovina"
1268,2020-04-18,47,338,"Bosnia and Herzegovina"
1285,2020-04-19,48,347,"Bosnia and Herzegovina"
1309,2020-04-20,49,381,"Bosnia and Herzegovina"
1342,2020-04-21,51,437,"Bosnia and Herzegovina"
0,2020-01-22,0,0,"Brazil"
0,2020-01-23,0,0,"Brazil"
0,2020-01-24,0,0,"Brazil"
0,2020-01-25,0,0,"Brazil"
0,2020-01-26,0,0,"Brazil"
0,2020-01-27,0,0,"Brazil"
0,2020-01-28,0,0,"Brazil"
0,2020-01-29,0,0,"Brazil"
0,2020-01-30,0,0,"Brazil"
0,2020-01-31,0,0,"Brazil"
0,2020-02-01,0,0,"Brazil"
0,2020-02-02,0,0,"Brazil"
0,2020-02-03,0,0,"Brazil"
0,2020-02-04,0,0,"Brazil"
0,2020-02-05,0,0,"Brazil"
0,2020-02-06,0,0,"Brazil"
0,2020-02-07,0,0,"Brazil"
0,2020-02-08,0,0,"Brazil"
0,2020-02-09,0,0,"Brazil"
0,2020-02-10,0,0,"Brazil"
0,2020-02-11,0,0,"Brazil"
0,2020-02-12,0,0,"Brazil"
0,2020-02-13,0,0,"Brazil"
0,2020-02-14,0,0,"Brazil"
0,2020-02-15,0,0,"Brazil"
0,2020-02-16,0,0,"Brazil"
0,2020-02-17,0,0,"Brazil"
0,2020-02-18,0,0,"Brazil"
0,2020-02-19,0,0,"Brazil"
0,2020-02-20,0,0,"Brazil"
0,2020-02-21,0,0,"Brazil"
0,2020-02-22,0,0,"Brazil"
0,2020-02-23,0,0,"Brazil"
0,2020-02-24,0,0,"Brazil"
0,2020-02-25,0,0,"Brazil"
1,2020-02-26,0,0,"Brazil"
1,2020-02-27,0,0,"Brazil"
1,2020-02-28,0,0,"Brazil"
2,2020-02-29,0,0,"Brazil"
2,2020-03-01,0,0,"Brazil"
2,2020-03-02,0,0,"Brazil"
2,2020-03-03,0,0,"Brazil"
4,2020-03-04,0,0,"Brazil"
4,2020-03-05,0,0,"Brazil"
13,2020-03-06,0,0,"Brazil"
13,2020-03-07,0,0,"Brazil"
20,2020-03-08,0,0,"Brazil"
25,2020-03-09,0,0,"Brazil"
31,2020-03-10,0,0,"Brazil"
38,2020-03-11,0,0,"Brazil"
52,2020-03-12,0,0,"Brazil"
151,2020-03-13,0,0,"Brazil"
151,2020-03-14,0,0,"Brazil"
162,2020-03-15,0,0,"Brazil"
200,2020-03-16,0,1,"Brazil"
321,2020-03-17,1,2,"Brazil"
372,2020-03-18,3,2,"Brazil"
621,2020-03-19,6,2,"Brazil"
793,2020-03-20,11,2,"Brazil"
1021,2020-03-21,15,2,"Brazil"
1546,2020-03-22,25,2,"Brazil"
1924,2020-03-23,34,2,"Brazil"
2247,2020-03-24,46,2,"Brazil"
2554,2020-03-25,59,2,"Brazil"
2985,2020-03-26,77,6,"Brazil"
3417,2020-03-27,92,6,"Brazil"
3904,2020-03-28,111,6,"Brazil"
4256,2020-03-29,136,6,"Brazil"
4579,2020-03-30,159,120,"Brazil"
5717,2020-03-31,201,127,"Brazil"
6836,2020-04-01,240,127,"Brazil"
8044,2020-04-02,324,127,"Brazil"
9056,2020-04-03,359,127,"Brazil"
10360,2020-04-04,445,127,"Brazil"
11130,2020-04-05,486,127,"Brazil"
12161,2020-04-06,564,127,"Brazil"
14034,2020-04-07,686,127,"Brazil"
16170,2020-04-08,819,127,"Brazil"
18092,2020-04-09,950,173,"Brazil"
19638,2020-04-10,1057,173,"Brazil"
20727,2020-04-11,1124,173,"Brazil"
22192,2020-04-12,1223,173,"Brazil"
23430,2020-04-13,1328,173,"Brazil"
25262,2020-04-14,1532,3046,"Brazil"
28320,2020-04-15,1736,14026,"Brazil"
30425,2020-04-16,1924,14026,"Brazil"
33682,2020-04-17,2141,14026,"Brazil"
36658,2020-04-18,2354,14026,"Brazil"
38654,2020-04-19,2462,22130,"Brazil"
40743,2020-04-20,2587,22130,"Brazil"
43079,2020-04-21,2741,22991,"Brazil"
0,2020-01-22,0,0,"Brunei"
0,2020-01-23,0,0,"Brunei"
0,2020-01-24,0,0,"Brunei"
0,2020-01-25,0,0,"Brunei"
0,2020-01-26,0,0,"Brunei"
0,2020-01-27,0,0,"Brunei"
0,2020-01-28,0,0,"Brunei"
0,2020-01-29,0,0,"Brunei"
0,2020-01-30,0,0,"Brunei"
0,2020-01-31,0,0,"Brunei"
0,2020-02-01,0,0,"Brunei"
0,2020-02-02,0,0,"Brunei"
0,2020-02-03,0,0,"Brunei"
0,2020-02-04,0,0,"Brunei"
0,2020-02-05,0,0,"Brunei"
0,2020-02-06,0,0,"Brunei"
0,2020-02-07,0,0,"Brunei"
0,2020-02-08,0,0,"Brunei"
0,2020-02-09,0,0,"Brunei"
0,2020-02-10,0,0,"Brunei"
0,2020-02-11,0,0,"Brunei"
0,2020-02-12,0,0,"Brunei"
0,2020-02-13,0,0,"Brunei"
0,2020-02-14,0,0,"Brunei"
0,2020-02-15,0,0,"Brunei"
0,2020-02-16,0,0,"Brunei"
0,2020-02-17,0,0,"Brunei"
0,2020-02-18,0,0,"Brunei"
0,2020-02-19,0,0,"Brunei"
0,2020-02-20,0,0,"Brunei"
0,2020-02-21,0,0,"Brunei"
0,2020-02-22,0,0,"Brunei"
0,2020-02-23,0,0,"Brunei"
0,2020-02-24,0,0,"Brunei"
0,2020-02-25,0,0,"Brunei"
0,2020-02-26,0,0,"Brunei"
0,2020-02-27,0,0,"Brunei"
0,2020-02-28,0,0,"Brunei"
0,2020-02-29,0,0,"Brunei"
0,2020-03-01,0,0,"Brunei"
0,2020-03-02,0,0,"Brunei"
0,2020-03-03,0,0,"Brunei"
0,2020-03-04,0,0,"Brunei"
0,2020-03-05,0,0,"Brunei"
0,2020-03-06,0,0,"Brunei"
0,2020-03-07,0,0,"Brunei"
0,2020-03-08,0,0,"Brunei"
1,2020-03-09,0,0,"Brunei"
1,2020-03-10,0,0,"Brunei"
11,2020-03-11,0,0,"Brunei"
11,2020-03-12,0,0,"Brunei"
37,2020-03-13,0,0,"Brunei"
40,2020-03-14,0,0,"Brunei"
50,2020-03-15,0,0,"Brunei"
54,2020-03-16,0,0,"Brunei"
56,2020-03-17,0,0,"Brunei"
68,2020-03-18,0,0,"Brunei"
75,2020-03-19,0,0,"Brunei"
78,2020-03-20,0,1,"Brunei"
83,2020-03-21,0,2,"Brunei"
88,2020-03-22,0,2,"Brunei"
91,2020-03-23,0,2,"Brunei"
104,2020-03-24,0,2,"Brunei"
109,2020-03-25,0,2,"Brunei"
114,2020-03-26,0,5,"Brunei"
115,2020-03-27,0,11,"Brunei"
120,2020-03-28,1,25,"Brunei"
126,2020-03-29,1,34,"Brunei"
127,2020-03-30,1,38,"Brunei"
129,2020-03-31,1,45,"Brunei"
131,2020-04-01,1,52,"Brunei"
133,2020-04-02,1,56,"Brunei"
134,2020-04-03,1,65,"Brunei"
135,2020-04-04,1,66,"Brunei"
135,2020-04-05,1,73,"Brunei"
135,2020-04-06,1,82,"Brunei"
135,2020-04-07,1,85,"Brunei"
135,2020-04-08,1,91,"Brunei"
135,2020-04-09,1,92,"Brunei"
136,2020-04-10,1,99,"Brunei"
136,2020-04-11,1,104,"Brunei"
136,2020-04-12,1,106,"Brunei"
136,2020-04-13,1,107,"Brunei"
136,2020-04-14,1,107,"Brunei"
136,2020-04-15,1,108,"Brunei"
136,2020-04-16,1,108,"Brunei"
136,2020-04-17,1,112,"Brunei"
137,2020-04-18,1,113,"Brunei"
138,2020-04-19,1,115,"Brunei"
138,2020-04-20,1,116,"Brunei"
138,2020-04-21,1,116,"Brunei"
0,2020-01-22,0,0,"Bulgaria"
0,2020-01-23,0,0,"Bulgaria"
0,2020-01-24,0,0,"Bulgaria"
0,2020-01-25,0,0,"Bulgaria"
0,2020-01-26,0,0,"Bulgaria"
0,2020-01-27,0,0,"Bulgaria"
0,2020-01-28,0,0,"Bulgaria"
0,2020-01-29,0,0,"Bulgaria"
0,2020-01-30,0,0,"Bulgaria"
0,2020-01-31,0,0,"Bulgaria"
0,2020-02-01,0,0,"Bulgaria"
0,2020-02-02,0,0,"Bulgaria"
0,2020-02-03,0,0,"Bulgaria"
0,2020-02-04,0,0,"Bulgaria"
0,2020-02-05,0,0,"Bulgaria"
0,2020-02-06,0,0,"Bulgaria"
0,2020-02-07,0,0,"Bulgaria"
0,2020-02-08,0,0,"Bulgaria"
0,2020-02-09,0,0,"Bulgaria"
0,2020-02-10,0,0,"Bulgaria"
0,2020-02-11,0,0,"Bulgaria"
0,2020-02-12,0,0,"Bulgaria"
0,2020-02-13,0,0,"Bulgaria"
0,2020-02-14,0,0,"Bulgaria"
0,2020-02-15,0,0,"Bulgaria"
0,2020-02-16,0,0,"Bulgaria"
0,2020-02-17,0,0,"Bulgaria"
0,2020-02-18,0,0,"Bulgaria"
0,2020-02-19,0,0,"Bulgaria"
0,2020-02-20,0,0,"Bulgaria"
0,2020-02-21,0,0,"Bulgaria"
0,2020-02-22,0,0,"Bulgaria"
0,2020-02-23,0,0,"Bulgaria"
0,2020-02-24,0,0,"Bulgaria"
0,2020-02-25,0,0,"Bulgaria"
0,2020-02-26,0,0,"Bulgaria"
0,2020-02-27,0,0,"Bulgaria"
0,2020-02-28,0,0,"Bulgaria"
0,2020-02-29,0,0,"Bulgaria"
0,2020-03-01,0,0,"Bulgaria"
0,2020-03-02,0,0,"Bulgaria"
0,2020-03-03,0,0,"Bulgaria"
0,2020-03-04,0,0,"Bulgaria"
0,2020-03-05,0,0,"Bulgaria"
0,2020-03-06,0,0,"Bulgaria"
0,2020-03-07,0,0,"Bulgaria"
4,2020-03-08,0,0,"Bulgaria"
4,2020-03-09,0,0,"Bulgaria"
4,2020-03-10,0,0,"Bulgaria"
7,2020-03-11,1,0,"Bulgaria"
7,2020-03-12,1,0,"Bulgaria"
23,2020-03-13,1,0,"Bulgaria"
41,2020-03-14,2,0,"Bulgaria"
51,2020-03-15,2,0,"Bulgaria"
52,2020-03-16,2,0,"Bulgaria"
67,2020-03-17,2,0,"Bulgaria"
92,2020-03-18,2,0,"Bulgaria"
94,2020-03-19,3,0,"Bulgaria"
127,2020-03-20,3,0,"Bulgaria"
163,2020-03-21,3,3,"Bulgaria"
187,2020-03-22,3,3,"Bulgaria"
201,2020-03-23,3,3,"Bulgaria"
218,2020-03-24,3,3,"Bulgaria"
242,2020-03-25,3,4,"Bulgaria"
264,2020-03-26,3,8,"Bulgaria"
293,2020-03-27,3,9,"Bulgaria"
331,2020-03-28,7,11,"Bulgaria"
346,2020-03-29,8,14,"Bulgaria"
359,2020-03-30,8,17,"Bulgaria"
399,2020-03-31,8,17,"Bulgaria"
422,2020-04-01,10,20,"Bulgaria"
457,2020-04-02,10,25,"Bulgaria"
485,2020-04-03,14,30,"Bulgaria"
503,2020-04-04,17,34,"Bulgaria"
531,2020-04-05,20,37,"Bulgaria"
549,2020-04-06,22,39,"Bulgaria"
577,2020-04-07,23,42,"Bulgaria"
593,2020-04-08,24,42,"Bulgaria"
618,2020-04-09,24,48,"Bulgaria"
635,2020-04-10,25,54,"Bulgaria"
661,2020-04-11,28,62,"Bulgaria"
675,2020-04-12,29,68,"Bulgaria"
685,2020-04-13,32,71,"Bulgaria"
713,2020-04-14,35,81,"Bulgaria"
747,2020-04-15,36,105,"Bulgaria"
800,2020-04-16,38,122,"Bulgaria"
846,2020-04-17,41,141,"Bulgaria"
878,2020-04-18,41,153,"Bulgaria"
894,2020-04-19,42,161,"Bulgaria"
929,2020-04-20,43,167,"Bulgaria"
975,2020-04-21,45,170,"Bulgaria"
0,2020-01-22,0,0,"Burkina Faso"
0,2020-01-23,0,0,"Burkina Faso"
0,2020-01-24,0,0,"Burkina Faso"
0,2020-01-25,0,0,"Burkina Faso"
0,2020-01-26,0,0,"Burkina Faso"
0,2020-01-27,0,0,"Burkina Faso"
0,2020-01-28,0,0,"Burkina Faso"
0,2020-01-29,0,0,"Burkina Faso"
0,2020-01-30,0,0,"Burkina Faso"
0,2020-01-31,0,0,"Burkina Faso"
0,2020-02-01,0,0,"Burkina Faso"
0,2020-02-02,0,0,"Burkina Faso"
0,2020-02-03,0,0,"Burkina Faso"
0,2020-02-04,0,0,"Burkina Faso"
0,2020-02-05,0,0,"Burkina Faso"
0,2020-02-06,0,0,"Burkina Faso"
0,2020-02-07,0,0,"Burkina Faso"
0,2020-02-08,0,0,"Burkina Faso"
0,2020-02-09,0,0,"Burkina Faso"
0,2020-02-10,0,0,"Burkina Faso"
0,2020-02-11,0,0,"Burkina Faso"
0,2020-02-12,0,0,"Burkina Faso"
0,2020-02-13,0,0,"Burkina Faso"
0,2020-02-14,0,0,"Burkina Faso"
0,2020-02-15,0,0,"Burkina Faso"
0,2020-02-16,0,0,"Burkina Faso"
0,2020-02-17,0,0,"Burkina Faso"
0,2020-02-18,0,0,"Burkina Faso"
0,2020-02-19,0,0,"Burkina Faso"
0,2020-02-20,0,0,"Burkina Faso"
0,2020-02-21,0,0,"Burkina Faso"
0,2020-02-22,0,0,"Burkina Faso"
0,2020-02-23,0,0,"Burkina Faso"
0,2020-02-24,0,0,"Burkina Faso"
0,2020-02-25,0,0,"Burkina Faso"
0,2020-02-26,0,0,"Burkina Faso"
0,2020-02-27,0,0,"Burkina Faso"
0,2020-02-28,0,0,"Burkina Faso"
0,2020-02-29,0,0,"Burkina Faso"
0,2020-03-01,0,0,"Burkina Faso"
0,2020-03-02,0,0,"Burkina Faso"
0,2020-03-03,0,0,"Burkina Faso"
0,2020-03-04,0,0,"Burkina Faso"
0,2020-03-05,0,0,"Burkina Faso"
0,2020-03-06,0,0,"Burkina Faso"
0,2020-03-07,0,0,"Burkina Faso"
0,2020-03-08,0,0,"Burkina Faso"
0,2020-03-09,0,0,"Burkina Faso"
1,2020-03-10,0,0,"Burkina Faso"
2,2020-03-11,0,0,"Burkina Faso"
2,2020-03-12,0,0,"Burkina Faso"
2,2020-03-13,0,0,"Burkina Faso"
2,2020-03-14,0,0,"Burkina Faso"
3,2020-03-15,0,0,"Burkina Faso"
15,2020-03-16,0,0,"Burkina Faso"
15,2020-03-17,0,0,"Burkina Faso"
20,2020-03-18,1,0,"Burkina Faso"
33,2020-03-19,1,0,"Burkina Faso"
40,2020-03-20,1,0,"Burkina Faso"
64,2020-03-21,2,5,"Burkina Faso"
75,2020-03-22,4,5,"Burkina Faso"
99,2020-03-23,4,5,"Burkina Faso"
114,2020-03-24,4,7,"Burkina Faso"
146,2020-03-25,4,10,"Burkina Faso"
152,2020-03-26,7,10,"Burkina Faso"
180,2020-03-27,9,12,"Burkina Faso"
207,2020-03-28,11,21,"Burkina Faso"
222,2020-03-29,12,23,"Burkina Faso"
246,2020-03-30,12,31,"Burkina Faso"
261,2020-03-31,14,32,"Burkina Faso"
282,2020-04-01,16,46,"Burkina Faso"
288,2020-04-02,16,50,"Burkina Faso"
302,2020-04-03,16,50,"Burkina Faso"
318,2020-04-04,16,66,"Burkina Faso"
345,2020-04-05,17,90,"Burkina Faso"
364,2020-04-06,18,108,"Burkina Faso"
384,2020-04-07,19,127,"Burkina Faso"
414,2020-04-08,23,134,"Burkina Faso"
443,2020-04-09,24,146,"Burkina Faso"
443,2020-04-10,24,146,"Burkina Faso"
484,2020-04-11,27,155,"Burkina Faso"
497,2020-04-12,27,161,"Burkina Faso"
497,2020-04-13,27,161,"Burkina Faso"
528,2020-04-14,30,177,"Burkina Faso"
542,2020-04-15,32,226,"Burkina Faso"
546,2020-04-16,32,257,"Burkina Faso"
557,2020-04-17,35,294,"Burkina Faso"
565,2020-04-18,36,321,"Burkina Faso"
576,2020-04-19,36,338,"Burkina Faso"
581,2020-04-20,38,357,"Burkina Faso"
600,2020-04-21,38,362,"Burkina Faso"
0,2020-01-22,0,0,"Cabo Verde"
0,2020-01-23,0,0,"Cabo Verde"
0,2020-01-24,0,0,"Cabo Verde"
0,2020-01-25,0,0,"Cabo Verde"
0,2020-01-26,0,0,"Cabo Verde"
0,2020-01-27,0,0,"Cabo Verde"
0,2020-01-28,0,0,"Cabo Verde"
0,2020-01-29,0,0,"Cabo Verde"
0,2020-01-30,0,0,"Cabo Verde"
0,2020-01-31,0,0,"Cabo Verde"
0,2020-02-01,0,0,"Cabo Verde"
0,2020-02-02,0,0,"Cabo Verde"
0,2020-02-03,0,0,"Cabo Verde"
0,2020-02-04,0,0,"Cabo Verde"
0,2020-02-05,0,0,"Cabo Verde"
0,2020-02-06,0,0,"Cabo Verde"
0,2020-02-07,0,0,"Cabo Verde"
0,2020-02-08,0,0,"Cabo Verde"
0,2020-02-09,0,0,"Cabo Verde"
0,2020-02-10,0,0,"Cabo Verde"
0,2020-02-11,0,0,"Cabo Verde"
0,2020-02-12,0,0,"Cabo Verde"
0,2020-02-13,0,0,"Cabo Verde"
0,2020-02-14,0,0,"Cabo Verde"
0,2020-02-15,0,0,"Cabo Verde"
0,2020-02-16,0,0,"Cabo Verde"
0,2020-02-17,0,0,"Cabo Verde"
0,2020-02-18,0,0,"Cabo Verde"
0,2020-02-19,0,0,"Cabo Verde"
0,2020-02-20,0,0,"Cabo Verde"
0,2020-02-21,0,0,"Cabo Verde"
0,2020-02-22,0,0,"Cabo Verde"
0,2020-02-23,0,0,"Cabo Verde"
0,2020-02-24,0,0,"Cabo Verde"
0,2020-02-25,0,0,"Cabo Verde"
0,2020-02-26,0,0,"Cabo Verde"
0,2020-02-27,0,0,"Cabo Verde"
0,2020-02-28,0,0,"Cabo Verde"
0,2020-02-29,0,0,"Cabo Verde"
0,2020-03-01,0,0,"Cabo Verde"
0,2020-03-02,0,0,"Cabo Verde"
0,2020-03-03,0,0,"Cabo Verde"
0,2020-03-04,0,0,"Cabo Verde"
0,2020-03-05,0,0,"Cabo Verde"
0,2020-03-06,0,0,"Cabo Verde"
0,2020-03-07,0,0,"Cabo Verde"
0,2020-03-08,0,0,"Cabo Verde"
0,2020-03-09,0,0,"Cabo Verde"
0,2020-03-10,0,0,"Cabo Verde"
0,2020-03-11,0,0,"Cabo Verde"
0,2020-03-12,0,0,"Cabo Verde"
0,2020-03-13,0,0,"Cabo Verde"
0,2020-03-14,0,0,"Cabo Verde"
0,2020-03-15,0,0,"Cabo Verde"
0,2020-03-16,0,0,"Cabo Verde"
0,2020-03-17,0,0,"Cabo Verde"
0,2020-03-18,0,0,"Cabo Verde"
0,2020-03-19,0,0,"Cabo Verde"
1,2020-03-20,0,0,"Cabo Verde"
3,2020-03-21,0,0,"Cabo Verde"
3,2020-03-22,0,0,"Cabo Verde"
3,2020-03-23,0,0,"Cabo Verde"
3,2020-03-24,1,0,"Cabo Verde"
4,2020-03-25,1,0,"Cabo Verde"
4,2020-03-26,1,0,"Cabo Verde"
5,2020-03-27,1,0,"Cabo Verde"
5,2020-03-28,1,0,"Cabo Verde"
6,2020-03-29,1,0,"Cabo Verde"
6,2020-03-30,1,0,"Cabo Verde"
6,2020-03-31,1,0,"Cabo Verde"
6,2020-04-01,1,0,"Cabo Verde"
6,2020-04-02,1,0,"Cabo Verde"
6,2020-04-03,1,0,"Cabo Verde"
7,2020-04-04,1,0,"Cabo Verde"
7,2020-04-05,1,0,"Cabo Verde"
7,2020-04-06,1,1,"Cabo Verde"
7,2020-04-07,1,1,"Cabo Verde"
7,2020-04-08,1,1,"Cabo Verde"
7,2020-04-09,1,1,"Cabo Verde"
7,2020-04-10,1,1,"Cabo Verde"
8,2020-04-11,1,1,"Cabo Verde"
8,2020-04-12,1,1,"Cabo Verde"
10,2020-04-13,1,1,"Cabo Verde"
11,2020-04-14,1,1,"Cabo Verde"
56,2020-04-15,1,1,"Cabo Verde"
56,2020-04-16,1,1,"Cabo Verde"
56,2020-04-17,1,1,"Cabo Verde"
58,2020-04-18,1,1,"Cabo Verde"
61,2020-04-19,1,1,"Cabo Verde"
67,2020-04-20,1,1,"Cabo Verde"
68,2020-04-21,1,1,"Cabo Verde"
0,2020-01-22,0,0,"Cambodia"
0,2020-01-23,0,0,"Cambodia"
0,2020-01-24,0,0,"Cambodia"
0,2020-01-25,0,0,"Cambodia"
0,2020-01-26,0,0,"Cambodia"
1,2020-01-27,0,0,"Cambodia"
1,2020-01-28,0,0,"Cambodia"
1,2020-01-29,0,0,"Cambodia"
1,2020-01-30,0,0,"Cambodia"
1,2020-01-31,0,0,"Cambodia"
1,2020-02-01,0,0,"Cambodia"
1,2020-02-02,0,0,"Cambodia"
1,2020-02-03,0,0,"Cambodia"
1,2020-02-04,0,0,"Cambodia"
1,2020-02-05,0,0,"Cambodia"
1,2020-02-06,0,0,"Cambodia"
1,2020-02-07,0,0,"Cambodia"
1,2020-02-08,0,0,"Cambodia"
1,2020-02-09,0,0,"Cambodia"
1,2020-02-10,0,0,"Cambodia"
1,2020-02-11,0,0,"Cambodia"
1,2020-02-12,0,1,"Cambodia"
1,2020-02-13,0,1,"Cambodia"
1,2020-02-14,0,1,"Cambodia"
1,2020-02-15,0,1,"Cambodia"
1,2020-02-16,0,1,"Cambodia"
1,2020-02-17,0,1,"Cambodia"
1,2020-02-18,0,1,"Cambodia"
1,2020-02-19,0,1,"Cambodia"
1,2020-02-20,0,1,"Cambodia"
1,2020-02-21,0,1,"Cambodia"
1,2020-02-22,0,1,"Cambodia"
1,2020-02-23,0,1,"Cambodia"
1,2020-02-24,0,1,"Cambodia"
1,2020-02-25,0,1,"Cambodia"
1,2020-02-26,0,1,"Cambodia"
1,2020-02-27,0,1,"Cambodia"
1,2020-02-28,0,1,"Cambodia"
1,2020-02-29,0,1,"Cambodia"
1,2020-03-01,0,1,"Cambodia"
1,2020-03-02,0,1,"Cambodia"
1,2020-03-03,0,1,"Cambodia"
1,2020-03-04,0,1,"Cambodia"
1,2020-03-05,0,1,"Cambodia"
1,2020-03-06,0,1,"Cambodia"
1,2020-03-07,0,1,"Cambodia"
2,2020-03-08,0,1,"Cambodia"
2,2020-03-09,0,1,"Cambodia"
2,2020-03-10,0,1,"Cambodia"
3,2020-03-11,0,1,"Cambodia"
3,2020-03-12,0,1,"Cambodia"
5,2020-03-13,0,1,"Cambodia"
7,2020-03-14,0,1,"Cambodia"
7,2020-03-15,0,1,"Cambodia"
7,2020-03-16,0,1,"Cambodia"
33,2020-03-17,0,1,"Cambodia"
35,2020-03-18,0,1,"Cambodia"
37,2020-03-19,0,1,"Cambodia"
51,2020-03-20,0,1,"Cambodia"
53,2020-03-21,0,1,"Cambodia"
84,2020-03-22,0,1,"Cambodia"
87,2020-03-23,0,1,"Cambodia"
91,2020-03-24,0,4,"Cambodia"
96,2020-03-25,0,10,"Cambodia"
96,2020-03-26,0,10,"Cambodia"
99,2020-03-27,0,11,"Cambodia"
99,2020-03-28,0,13,"Cambodia"
103,2020-03-29,0,21,"Cambodia"
107,2020-03-30,0,21,"Cambodia"
109,2020-03-31,0,23,"Cambodia"
109,2020-04-01,0,25,"Cambodia"
110,2020-04-02,0,34,"Cambodia"
114,2020-04-03,0,35,"Cambodia"
114,2020-04-04,0,50,"Cambodia"
114,2020-04-05,0,50,"Cambodia"
114,2020-04-06,0,53,"Cambodia"
115,2020-04-07,0,58,"Cambodia"
117,2020-04-08,0,63,"Cambodia"
119,2020-04-09,0,62,"Cambodia"
119,2020-04-10,0,72,"Cambodia"
120,2020-04-11,0,75,"Cambodia"
122,2020-04-12,0,77,"Cambodia"
122,2020-04-13,0,77,"Cambodia"
122,2020-04-14,0,91,"Cambodia"
122,2020-04-15,0,96,"Cambodia"
122,2020-04-16,0,98,"Cambodia"
122,2020-04-17,0,98,"Cambodia"
122,2020-04-18,0,103,"Cambodia"
122,2020-04-19,0,105,"Cambodia"
122,2020-04-20,0,107,"Cambodia"
122,2020-04-21,0,110,"Cambodia"
0,2020-01-22,0,0,"Cameroon"
0,2020-01-23,0,0,"Cameroon"
0,2020-01-24,0,0,"Cameroon"
0,2020-01-25,0,0,"Cameroon"
0,2020-01-26,0,0,"Cameroon"
0,2020-01-27,0,0,"Cameroon"
0,2020-01-28,0,0,"Cameroon"
0,2020-01-29,0,0,"Cameroon"
0,2020-01-30,0,0,"Cameroon"
0,2020-01-31,0,0,"Cameroon"
0,2020-02-01,0,0,"Cameroon"
0,2020-02-02,0,0,"Cameroon"
0,2020-02-03,0,0,"Cameroon"
0,2020-02-04,0,0,"Cameroon"
0,2020-02-05,0,0,"Cameroon"
0,2020-02-06,0,0,"Cameroon"
0,2020-02-07,0,0,"Cameroon"
0,2020-02-08,0,0,"Cameroon"
0,2020-02-09,0,0,"Cameroon"
0,2020-02-10,0,0,"Cameroon"
0,2020-02-11,0,0,"Cameroon"
0,2020-02-12,0,0,"Cameroon"
0,2020-02-13,0,0,"Cameroon"
0,2020-02-14,0,0,"Cameroon"
0,2020-02-15,0,0,"Cameroon"
0,2020-02-16,0,0,"Cameroon"
0,2020-02-17,0,0,"Cameroon"
0,2020-02-18,0,0,"Cameroon"
0,2020-02-19,0,0,"Cameroon"
0,2020-02-20,0,0,"Cameroon"
0,2020-02-21,0,0,"Cameroon"
0,2020-02-22,0,0,"Cameroon"
0,2020-02-23,0,0,"Cameroon"
0,2020-02-24,0,0,"Cameroon"
0,2020-02-25,0,0,"Cameroon"
0,2020-02-26,0,0,"Cameroon"
0,2020-02-27,0,0,"Cameroon"
0,2020-02-28,0,0,"Cameroon"
0,2020-02-29,0,0,"Cameroon"
0,2020-03-01,0,0,"Cameroon"
0,2020-03-02,0,0,"Cameroon"
0,2020-03-03,0,0,"Cameroon"
0,2020-03-04,0,0,"Cameroon"
0,2020-03-05,0,0,"Cameroon"
1,2020-03-06,0,0,"Cameroon"
1,2020-03-07,0,0,"Cameroon"
2,2020-03-08,0,0,"Cameroon"
2,2020-03-09,0,0,"Cameroon"
2,2020-03-10,0,0,"Cameroon"
2,2020-03-11,0,0,"Cameroon"
2,2020-03-12,0,0,"Cameroon"
2,2020-03-13,0,0,"Cameroon"
2,2020-03-14,0,0,"Cameroon"
2,2020-03-15,0,0,"Cameroon"
4,2020-03-16,0,0,"Cameroon"
10,2020-03-17,0,0,"Cameroon"
10,2020-03-18,0,0,"Cameroon"
13,2020-03-19,0,0,"Cameroon"
20,2020-03-20,0,0,"Cameroon"
27,2020-03-21,0,0,"Cameroon"
40,2020-03-22,0,0,"Cameroon"
56,2020-03-23,0,0,"Cameroon"
66,2020-03-24,0,0,"Cameroon"
75,2020-03-25,1,2,"Cameroon"
75,2020-03-26,1,2,"Cameroon"
91,2020-03-27,2,2,"Cameroon"
91,2020-03-28,2,2,"Cameroon"
139,2020-03-29,6,5,"Cameroon"
139,2020-03-30,6,5,"Cameroon"
193,2020-03-31,6,5,"Cameroon"
233,2020-04-01,6,10,"Cameroon"
306,2020-04-02,7,10,"Cameroon"
509,2020-04-03,8,17,"Cameroon"
555,2020-04-04,9,17,"Cameroon"
650,2020-04-05,9,17,"Cameroon"
658,2020-04-06,9,17,"Cameroon"
658,2020-04-07,9,43,"Cameroon"
730,2020-04-08,10,60,"Cameroon"
730,2020-04-09,10,60,"Cameroon"
820,2020-04-10,12,98,"Cameroon"
820,2020-04-11,12,98,"Cameroon"
820,2020-04-12,12,98,"Cameroon"
820,2020-04-13,12,98,"Cameroon"
848,2020-04-14,14,130,"Cameroon"
848,2020-04-15,17,165,"Cameroon"
